customerid,recency,frequency,monetary_value,unique_products,first_purchase,last_purchase,avg_order_value,max_order_value,customer_lifetime_days,r_score,f_score,m_score,rfm_score,customer_segment
13354,71,1,743.53,51,2011-09-29 13:17:00,2011-09-29 13:17:00,743.53,743.53,1,3,1,3,7,Needs Attention
13355,122,1,674.7,32,2011-08-09 14:48:00,2011-08-09 14:48:00,674.7,674.7,1,2,1,3,6,Inactive/Low Engagement
13356,80,1,768.24,42,2011-09-20 14:33:00,2011-09-20 14:33:00,768.24,768.24,1,2,1,3,6,Inactive/Low Engagement
13357,257,1,609.95,85,2011-03-27 13:56:00,2011-03-27 13:56:00,609.95,609.95,1,1,1,3,5,Inactive/Low Engagement
13358,269,1,439.03,29,2011-03-16 11:52:00,2011-03-16 11:52:00,439.03,439.03,1,1,1,2,4,Inactive/Low Engagement
13359,64,1,439.56,23,2011-10-07 09:30:00,2011-10-07 09:30:00,439.56,439.56,1,3,1,2,6,Needs Attention
13362,9,4,3090.7400000000002,128,2011-02-25 11:33:00,2011-11-30 14:41:00,772.6850000000001,812.7,279,5,4,5,14,Champions
13363,18,2,992.5,47,2011-10-27 10:46:00,2011-11-22 12:40:00,496.25,603.82,27,4,2,4,10,Recent High-Value
13364,71,1,134.95999999999998,10,2011-09-29 18:13:00,2011-09-29 18:13:00,134.95999999999998,134.95999999999998,1,3,1,1,5,Needs Attention
13365,34,2,2225.37,122,2011-05-06 12:00:00,2011-11-06 12:36:00,1112.685,1524.77,185,3,2,5,10,Needs Attention
13366,50,1,56.160000000000004,1,2011-10-20 13:37:00,2011-10-20 13:37:00,56.160000000000004,56.160000000000004,1,3,1,1,5,Needs Attention
13368,257,2,623.4,29,2011-01-06 12:32:00,2011-03-28 09:59:00,311.7,588.0,81,1,2,3,6,Inactive/Low Engagement
13369,366,1,308.28000000000003,14,2010-12-09 11:30:00,2010-12-09 11:30:00,308.28000000000003,308.28000000000003,1,1,1,2,4,Inactive/Low Engagement
13370,372,1,754.87,39,2010-12-03 10:26:00,2010-12-03 10:26:00,754.87,754.87,1,1,1,3,5,Inactive/Low Engagement
13372,90,1,378.64,23,2011-09-11 12:46:00,2011-09-11 12:46:00,378.64,378.64,1,2,1,2,5,Inactive/Low Engagement
13373,61,3,3312.25,135,2011-03-08 14:35:00,2011-10-10 10:51:00,1104.0833333333333,1256.67,216,3,3,5,11,Needs Attention
13375,89,1,778.65,37,2011-09-12 10:19:00,2011-09-12 10:19:00,778.65,778.65,1,2,1,3,6,Inactive/Low Engagement
13376,99,3,1019.76,45,2011-04-19 13:03:00,2011-09-01 16:16:00,339.92,394.0,136,2,3,4,9,At-Risk High-Value
13379,26,3,572.56,85,2011-07-26 12:26:00,2011-11-13 13:45:00,190.85333333333332,299.53,111,4,3,3,10,Loyal Customers
13381,32,6,3639.31,77,2011-02-14 10:10:00,2011-11-08 11:58:00,606.5516666666666,709.74,268,4,5,5,14,Champions
13382,281,1,222.99,15,2011-03-04 10:03:00,2011-03-04 10:03:00,222.99,222.99,1,1,1,1,3,Inactive/Low Engagement
13384,31,7,4151.93,123,2011-06-14 12:47:00,2011-11-09 11:04:00,593.1328571428572,1172.6,148,4,5,5,14,Champions
13385,330,1,534.57,35,2011-01-14 09:52:00,2011-01-14 09:52:00,534.57,534.57,1,1,1,3,5,Inactive/Low Engagement
13388,131,2,677.1,35,2011-07-31 12:52:00,2011-07-31 12:52:00,338.54999999999995,621.3,1,2,2,3,7,Inactive/Low Engagement
13389,11,3,797.96,50,2011-04-21 12:12:00,2011-11-28 14:01:00,265.9866666666667,322.26,222,5,3,3,11,Loyal Customers
13390,75,1,544.08,13,2011-09-26 08:38:00,2011-09-26 08:38:00,544.08,544.08,1,2,1,3,6,Inactive/Low Engagement
13391,204,1,59.8,1,2011-05-20 10:50:00,2011-05-20 10:50:00,59.8,59.8,1,1,1,1,3,Inactive/Low Engagement
13394,2,8,2520.02,124,2011-02-03 10:39:00,2011-12-08 11:36:00,315.0025,371.73,309,5,5,5,15,Champions
13395,185,1,307.72,21,2011-06-07 15:04:00,2011-06-07 15:04:00,307.72,307.72,1,1,1,2,4,Inactive/Low Engagement
13396,29,2,1360.99,42,2011-01-24 13:37:00,2011-11-10 16:59:00,680.495,973.72,291,4,2,4,10,Recent High-Value
13397,73,5,1544.13,28,2011-01-04 13:50:00,2011-09-28 10:56:00,308.826,378.7,267,2,4,4,10,At-Risk High-Value
13398,192,1,457.34,26,2011-05-31 13:17:00,2011-05-31 13:17:00,457.34,457.34,1,1,1,2,4,Inactive/Low Engagement
13402,127,2,621.23,32,2010-12-02 17:12:00,2011-08-04 15:51:00,310.615,312.95,245,2,2,3,7,Inactive/Low Engagement
13403,18,1,75.0,3,2011-11-22 08:28:00,2011-11-22 08:28:00,75.0,75.0,1,4,1,1,6,New/Potential Customers
13404,1,2,252.49,11,2011-05-11 11:57:00,2011-12-08 15:37:00,126.245,217.81,212,5,2,2,9,New/Potential Customers
13405,74,3,572.451,25,2011-01-26 09:27:00,2011-09-26 17:01:00,190.817,397.40000000000003,244,2,3,3,8,At Risk
13408,2,62,28117.04,234,2010-12-01 10:39:00,2011-12-08 09:05:00,453.5006451612903,1145.32,372,5,5,5,15,Champions
13410,24,5,1003.06,15,2011-02-21 14:38:00,2011-11-15 15:33:00,200.61200000000002,274.40000000000003,268,4,4,4,12,Champions
13411,107,1,213.55,17,2011-08-24 13:57:00,2011-08-24 13:57:00,213.55,213.55,1,2,1,1,4,Inactive/Low Engagement
13414,134,3,1390.5,23,2011-02-16 12:13:00,2011-07-29 11:45:00,463.5,532.8,163,2,3,4,9,At-Risk High-Value
13416,44,2,712.5,11,2011-09-19 14:43:00,2011-10-27 08:56:00,356.25,437.5,38,3,2,3,8,Needs Attention
13417,5,2,640.83,26,2011-05-18 16:26:00,2011-12-05 08:49:00,320.41499999999996,404.83,201,5,2,3,10,New/Potential Customers
13418,12,18,6127.43,223,2010-12-02 10:45:00,2011-11-28 10:23:00,340.4127777777778,879.92,361,5,5,5,15,Champions
13419,64,1,221.06,16,2011-10-07 12:49:00,2011-10-07 12:49:00,221.06,221.06,1,3,1,1,5,Needs Attention
13420,150,2,159.85,8,2011-06-22 11:35:00,2011-07-13 08:48:00,79.925,104.05,21,2,2,1,5,Inactive/Low Engagement
13421,40,2,1851.08,88,2011-02-22 15:46:00,2011-10-30 14:21:00,925.54,1026.04,250,3,2,4,9,Needs Attention
13422,64,1,2626.3,127,2011-10-06 13:42:00,2011-10-06 13:42:00,2626.3,2626.3,1,3,1,5,9,Needs Attention
13425,108,3,1624.21,66,2011-02-18 08:34:00,2011-08-23 17:13:00,541.4033333333333,773.08,187,2,3,4,9,At-Risk High-Value
13426,1,10,3641.32,103,2010-12-15 12:43:00,2011-12-09 08:59:00,364.132,697.46,359,5,5,5,15,Champions
13427,19,3,582.6,25,2011-05-08 15:58:00,2011-11-20 13:02:00,194.20000000000002,250.36,196,4,3,3,10,Loyal Customers
13428,10,1,218.47,70,2011-11-29 14:20:00,2011-11-29 14:20:00,218.47,218.47,1,5,1,1,7,New/Potential Customers
13429,11,4,1006.8,55,2011-09-25 15:59:00,2011-11-29 09:10:00,251.70000000000002,330.6,65,5,4,4,13,Champions
13430,19,2,679.45,48,2011-09-14 14:26:00,2011-11-21 08:19:00,339.725,343.14,68,4,2,3,9,New/Potential Customers
13431,67,2,1269.1,44,2011-09-12 11:25:00,2011-10-03 13:49:00,634.55,853.68,22,3,2,4,9,Needs Attention
13434,74,2,534.24,9,2011-09-04 10:35:00,2011-09-26 14:30:00,267.12,461.40000000000003,23,2,2,3,7,Inactive/Low Engagement
13435,5,7,3809.8900000000003,68,2011-06-03 17:07:00,2011-12-04 14:45:00,544.27,884.9,184,5,5,5,15,Champions
13436,2,1,196.89,12,2011-12-08 10:33:00,2011-12-08 10:33:00,196.89,196.89,1,5,1,1,7,New/Potential Customers
13437,14,7,3408.06,143,2011-06-02 14:30:00,2011-11-25 14:00:00,486.86571428571426,1440.9,176,4,5,5,14,Champions
13439,255,1,283.71,54,2011-03-29 14:20:00,2011-03-29 14:20:00,283.71,283.71,1,1,1,2,4,Inactive/Low Engagement
13441,92,1,296.64,13,2011-09-09 09:38:00,2011-09-09 09:38:00,296.64,296.64,1,2,1,2,5,Inactive/Low Engagement
13447,23,3,1129.14,55,2011-11-04 10:10:00,2011-11-16 13:38:00,376.38000000000005,475.13,13,4,3,4,11,Loyal Customers
13448,17,6,3539.37,137,2010-12-01 10:52:00,2011-11-23 12:33:00,589.895,1065.79,358,4,5,5,14,Champions
13449,24,1,291.88,19,2011-11-16 08:28:00,2011-11-16 08:28:00,291.88,291.88,1,4,1,2,7,New/Potential Customers
13450,27,6,2043.7199999999998,32,2011-05-05 19:48:00,2011-11-13 11:54:00,340.62,440.64,192,4,5,4,13,Champions
13451,26,5,2976.15,315,2011-01-09 15:35:00,2011-11-13 15:58:00,595.23,811.01,309,4,4,5,13,Champions
13452,259,2,590.0,1,2011-03-14 11:38:00,2011-03-25 14:19:00,295.0,295.0,12,1,2,3,6,Inactive/Low Engagement
13453,166,2,356.97999999999996,16,2011-02-23 09:44:00,2011-06-27 09:34:00,178.49,185.0,124,2,2,2,6,Inactive/Low Engagement
13455,25,2,1058.34,42,2010-12-08 13:11:00,2011-11-15 11:21:00,529.1700000000001,692.94,342,4,2,4,10,Recent High-Value
13456,18,6,1766.72,43,2011-05-16 15:34:00,2011-11-22 09:18:00,294.4533333333333,454.76,190,4,5,4,13,Champions
13458,7,14,9646.57,242,2010-12-15 12:05:00,2011-12-02 15:29:00,689.0407142857142,1489.18,353,5,5,5,15,Champions
13460,29,2,183.44,16,2011-10-21 09:50:00,2011-11-10 17:17:00,91.72,107.46000000000001,21,4,2,1,7,New/Potential Customers
13461,39,3,1445.0,14,2011-06-29 10:23:00,2011-11-01 09:01:00,481.6666666666667,576.4,125,3,3,4,10,Needs Attention
13462,253,1,151.5,9,2011-04-01 11:20:00,2011-04-01 11:20:00,151.5,151.5,1,1,1,1,3,Inactive/Low Engagement
13464,58,1,674.68,41,2011-10-12 15:01:00,2011-10-12 15:01:00,674.68,674.68,1,3,1,3,7,Needs Attention
13466,184,1,307.9,17,2011-06-08 16:39:00,2011-06-08 16:39:00,307.9,307.9,1,1,1,2,4,Inactive/Low Engagement
13467,11,2,1083.71,89,2011-11-03 16:56:00,2011-11-29 10:01:00,541.855,782.46,26,5,2,4,11,Recent High-Value
13468,2,37,5704.97,184,2010-12-01 15:08:00,2011-12-08 10:39:00,154.1883783783784,356.75,372,5,5,5,15,Champions
13470,99,2,165.0,7,2011-08-16 17:06:00,2011-09-01 14:57:00,82.5,115.5,16,2,2,1,5,Inactive/Low Engagement
13471,1,4,2531.58,214,2011-10-23 13:10:00,2011-12-08 15:44:00,632.895,941.67,47,5,4,5,14,Champions
13473,61,2,422.64,21,2011-01-11 08:45:00,2011-10-10 11:20:00,211.32,241.26,273,3,2,2,7,Needs Attention
13474,236,1,229.59,59,2011-04-17 13:53:00,2011-04-17 13:53:00,229.59,229.59,1,1,1,1,3,Inactive/Low Engagement
13475,191,4,1431.78,64,2011-02-14 12:36:00,2011-06-01 13:52:00,357.945,589.4,108,1,4,4,9,At-Risk High-Value
13476,179,2,1238.47,56,2011-03-03 14:43:00,2011-06-14 12:00:00,619.235,727.6,103,2,2,4,8,At-Risk High-Value
13477,38,6,1454.58,57,2011-02-21 12:29:00,2011-11-02 12:04:00,242.42999999999998,464.07,254,3,5,4,12,Needs Attention
13479,201,2,300.95,14,2011-04-19 11:27:00,2011-05-23 10:45:00,150.475,156.6,34,1,2,2,5,Inactive/Low Engagement
13481,46,5,1804.56,98,2011-03-28 09:07:00,2011-10-25 09:07:00,360.912,665.28,212,3,4,4,11,Needs Attention
13482,232,1,184.64,11,2011-04-21 17:03:00,2011-04-21 17:03:00,184.64,184.64,1,1,1,1,3,Inactive/Low Engagement
13483,66,1,140.34,10,2011-10-05 11:53:00,2011-10-05 11:53:00,140.34,140.34,1,3,1,1,5,Needs Attention
13484,241,1,313.8,8,2011-04-12 16:30:00,2011-04-12 16:30:00,313.8,313.8,1,1,1,2,4,Inactive/Low Engagement
13485,233,1,454.24,23,2011-04-20 13:58:00,2011-04-20 13:58:00,454.24,454.24,1,1,1,2,4,Inactive/Low Engagement
13486,78,3,1122.41,69,2011-07-07 17:19:00,2011-09-22 13:13:00,374.1366666666666,617.4499999999999,77,2,3,4,9,At-Risk High-Value
13487,58,3,575.4,26,2010-12-21 14:54:00,2011-10-13 12:07:00,191.79999999999998,215.65,296,3,3,3,9,Needs Attention
13488,17,13,8968.31,271,2010-12-07 13:01:00,2011-11-22 14:41:00,689.87,1381.92,351,4,5,5,14,Champions
13489,105,4,449.52,11,2011-02-18 10:42:00,2011-08-26 13:16:00,112.38,162.48,190,2,4,2,8,At Risk
13491,52,10,1215.82,73,2010-12-02 14:30:00,2011-10-19 08:32:00,121.582,187.85,321,3,5,4,12,Needs Attention
13492,136,3,1269.84,38,2011-05-09 10:06:00,2011-07-26 14:25:00,423.28000000000003,593.74,79,2,3,4,9,At-Risk High-Value
13493,275,2,618.63,6,2011-02-25 16:42:00,2011-03-09 15:35:00,309.315,439.28,12,1,2,3,6,Inactive/Low Engagement
13494,312,1,316.26000000000005,18,2011-02-01 11:58:00,2011-02-01 11:58:00,316.26000000000005,316.26000000000005,1,1,1,2,4,Inactive/Low Engagement
13495,8,5,2044.8700000000001,34,2010-12-06 15:14:00,2011-12-02 11:21:00,408.974,659.8,361,5,4,4,13,Champions
13496,11,2,653.33,28,2010-12-15 10:17:00,2011-11-29 10:58:00,326.66499999999996,501.01,350,5,2,3,10,New/Potential Customers
13497,283,2,348.05,19,2010-12-06 11:37:00,2011-03-02 09:04:00,174.025,194.55,86,1,2,2,5,Inactive/Low Engagement
13499,18,5,1159.11,31,2011-03-15 08:52:00,2011-11-22 11:21:00,231.82200000000003,323.62,253,4,4,4,12,Champions
13500,23,3,1166.77,60,2011-08-09 12:20:00,2011-11-16 15:35:00,388.92333333333335,497.97,100,4,3,4,11,Loyal Customers
13501,288,1,1340.32,52,2011-02-24 18:59:00,2011-02-24 18:59:00,1340.32,1340.32,1,1,1,4,6,At-Risk High-Value
13502,17,3,292.0,17,2011-01-20 09:03:00,2011-11-23 10:39:00,97.33333333333333,114.6,308,4,3,2,9,Loyal Customers
13503,71,1,216.85,17,2011-09-29 13:23:00,2011-09-29 13:23:00,216.85,216.85,1,3,1,1,5,Needs Attention
13504,64,1,295.93,22,2011-10-06 13:20:00,2011-10-06 13:20:00,295.93,295.93,1,3,1,2,6,Needs Attention
13505,73,4,4393.63,182,2011-04-21 12:07:00,2011-09-28 11:56:00,1098.4075,1810.51,160,2,4,5,11,At-Risk High-Value
13506,316,2,458.52,26,2010-12-05 12:15:00,2011-01-27 13:53:00,229.26,301.12,54,1,2,2,5,Inactive/Low Engagement
13507,3,4,2479.16,146,2011-07-17 11:50:00,2011-12-06 13:13:00,619.79,1242.3799999999999,143,5,4,5,14,Champions
13508,244,1,110.97,12,2011-04-10 11:58:00,2011-04-10 11:58:00,110.97,110.97,1,1,1,1,3,Inactive/Low Engagement
13509,9,7,979.72,27,2011-02-28 13:27:00,2011-12-01 10:10:00,139.96,313.5,276,5,5,4,14,Champions
13510,1,4,1791.56,86,2011-06-09 09:32:00,2011-12-08 13:46:00,447.89,585.3199999999999,183,5,4,4,13,Champions
13512,261,1,251.21,15,2011-03-24 10:03:00,2011-03-24 10:03:00,251.21,251.21,1,1,1,2,4,Inactive/Low Engagement
13513,127,1,205.1,10,2011-08-05 11:50:00,2011-08-05 11:50:00,205.1,205.1,1,2,1,1,4,Inactive/Low Engagement
13514,74,1,152.20000000000002,4,2011-09-27 09:39:00,2011-09-27 09:39:00,152.20000000000002,152.20000000000002,1,2,1,1,4,Inactive/Low Engagement
13515,73,4,891.12,50,2011-04-06 10:33:00,2011-09-28 11:26:00,222.78,367.16,176,2,4,3,9,At Risk
13516,21,3,1389.41,43,2011-04-15 11:06:00,2011-11-18 13:15:00,463.1366666666667,769.0,218,4,3,4,11,Loyal Customers
13517,60,3,2128.42,125,2011-06-13 08:44:00,2011-10-11 11:43:00,709.4733333333334,1101.86,121,3,3,5,11,Needs Attention
13518,86,1,659.4399999999999,36,2011-09-15 10:29:00,2011-09-15 10:29:00,659.4399999999999,659.4399999999999,1,2,1,3,6,Inactive/Low Engagement
13519,78,1,122.75,8,2011-09-22 18:24:00,2011-09-22 18:24:00,122.75,122.75,1,2,1,1,4,Inactive/Low Engagement
13520,59,6,3624.35,49,2010-12-03 10:36:00,2011-10-12 10:20:00,604.0583333333333,856.0,313,3,5,5,13,Needs Attention
13521,1,3,1093.65,313,2011-11-29 15:09:00,2011-12-08 13:50:00,364.55,436.82,9,5,3,4,12,Loyal Customers
13522,30,1,125.80000000000001,5,2011-11-09 15:11:00,2011-11-09 15:11:00,125.80000000000001,125.80000000000001,1,4,1,1,6,New/Potential Customers
13523,33,5,3964.88,157,2010-12-08 14:22:00,2011-11-06 15:11:00,792.976,1695.54,334,3,4,5,12,Needs Attention
13524,41,5,680.1800000000001,17,2011-05-04 12:26:00,2011-10-30 12:34:00,136.036,196.32,180,3,4,3,10,Needs Attention
13525,15,2,628.78,5,2011-04-05 15:36:00,2011-11-25 12:01:00,314.39,345.9,234,4,2,3,9,New/Potential Customers
13527,34,7,2287.51,153,2011-01-17 11:17:00,2011-11-06 12:04:00,326.7871428571429,482.75,294,3,5,5,13,Needs Attention
13529,79,2,307.76,15,2011-05-19 11:50:00,2011-09-22 09:15:00,153.88,181.1,126,2,2,2,6,Inactive/Low Engagement
13531,205,2,483.8,17,2010-12-08 15:03:00,2011-05-18 16:56:00,241.89999999999998,305.45,162,1,2,2,5,Inactive/Low Engagement
13532,34,1,210.31,66,2011-11-06 12:25:00,2011-11-06 12:25:00,210.31,210.31,1,3,1,1,5,Needs Attention
13533,183,3,270.79,61,2011-03-17 12:47:00,2011-06-10 11:54:00,90.26333333333332,128.49,85,1,3,2,6,At Risk
13534,2,25,5870.08,119,2010-12-16 15:23:00,2011-12-07 14:52:00,234.8032,451.6,356,5,5,5,15,Champions
13536,1,7,3448.29,91,2011-09-25 13:30:00,2011-12-08 16:38:00,492.61285714285714,672.99,75,5,5,5,15,Champions
13538,43,7,1280.85,10,2011-01-28 10:40:00,2011-10-27 16:34:00,182.97857142857146,337.5,273,3,5,4,12,Needs Attention
13539,86,3,631.34,35,2011-02-03 15:23:00,2011-09-15 10:18:00,210.4466666666667,315.69,224,2,3,3,8,At Risk
13544,40,2,291.41,76,2011-04-13 12:09:00,2011-10-31 11:57:00,145.70499999999998,168.5,201,3,2,2,7,Needs Attention
13546,12,3,626.99,72,2011-05-23 12:14:00,2011-11-27 14:50:00,208.99666666666667,230.12,189,5,3,3,11,Loyal Customers
13548,96,2,682.41,114,2011-04-10 11:35:00,2011-09-04 14:50:00,341.205,401.4,148,2,2,3,7,Inactive/Low Engagement
13549,26,7,918.2,37,2011-04-11 13:42:00,2011-11-14 09:20:00,131.17142857142858,223.7,217,4,5,3,12,Loyal Customers
13551,319,1,91.80000000000001,4,2011-01-24 14:46:00,2011-01-24 14:46:00,91.80000000000001,91.80000000000001,1,1,1,1,3,Inactive/Low Engagement
13552,66,12,3740.07,82,2011-01-28 10:10:00,2011-10-04 15:19:00,311.6725,540.36,250,3,5,5,13,Needs Attention
13555,74,4,4149.28,128,2011-05-22 11:06:00,2011-09-27 12:36:00,1037.32,1693.7,129,2,4,5,11,At-Risk High-Value
13557,28,2,584.06,31,2011-03-04 12:14:00,2011-11-11 15:24:00,292.03,343.38,253,4,2,3,9,New/Potential Customers
13558,6,4,605.06,123,2011-10-02 13:01:00,2011-12-04 11:24:00,151.265,201.99,63,5,4,3,12,Loyal Customers
13560,7,1,174.37,32,2011-12-02 13:11:00,2011-12-02 13:11:00,174.37,174.37,1,5,1,1,7,New/Potential Customers
13561,216,1,141.85999999999999,14,2011-05-08 12:39:00,2011-05-08 12:39:00,141.85999999999999,141.85999999999999,1,1,1,1,3,Inactive/Low Engagement
13562,82,3,1799.33,50,2011-04-08 12:42:00,2011-09-19 10:51:00,599.7766666666666,606.46,164,2,3,4,9,At-Risk High-Value
13563,84,2,777.53,49,2011-07-22 17:21:00,2011-09-16 14:45:00,388.765,466.65,56,2,2,3,7,Inactive/Low Engagement
13564,144,3,1749.02,68,2010-12-06 17:26:00,2011-07-18 14:33:00,583.0066666666667,658.38,224,2,3,4,9,At-Risk High-Value
13565,19,2,240.22,35,2011-01-09 14:28:00,2011-11-20 14:33:00,120.10999999999999,130.04,316,4,2,1,7,New/Potential Customers
13566,41,2,874.71,134,2011-09-18 12:40:00,2011-10-30 11:59:00,437.355,585.1800000000001,42,3,2,3,8,Needs Attention
13568,173,1,192.85,41,2011-06-19 14:42:00,2011-06-19 14:42:00,192.85,192.85,1,2,1,1,4,Inactive/Low Engagement
13569,17,2,373.75,73,2010-12-07 12:29:00,2011-11-22 13:07:00,186.875,255.43,351,4,2,2,8,New/Potential Customers
13570,243,1,239.49,27,2011-04-10 13:36:00,2011-04-10 13:36:00,239.49,239.49,1,1,1,1,3,Inactive/Low Engagement
13571,13,12,2092.32,157,2011-03-31 12:43:00,2011-11-27 10:47:00,174.36,282.68,241,5,5,5,15,Champions
13572,206,1,1384.25,32,2011-05-18 11:59:00,2011-05-18 11:59:00,1384.25,1384.25,1,1,1,4,6,At-Risk High-Value
13573,50,2,294.4,24,2011-03-31 14:47:00,2011-10-20 14:33:00,147.2,262.63,203,3,2,2,7,Needs Attention
13575,23,5,732.0699999999999,41,2011-06-16 14:24:00,2011-11-16 13:14:00,146.414,258.46,153,4,4,3,11,Loyal Customers
13576,10,18,6717.34,78,2010-12-01 17:24:00,2011-11-29 15:34:00,373.18555555555554,623.6800000000001,363,5,5,5,15,Champions
13577,25,4,1687.6000000000001,61,2011-04-12 10:33:00,2011-11-14 15:19:00,421.9,493.8,217,4,4,4,12,Champions
13579,15,2,467.04,19,2010-12-05 16:10:00,2011-11-25 08:41:00,233.51999999999998,302.34,355,4,2,2,8,New/Potential Customers
13581,309,1,118.0,10,2011-02-03 14:41:00,2011-02-03 14:41:00,118.0,118.0,1,1,1,1,3,Inactive/Low Engagement
13583,156,1,781.03,53,2011-07-07 10:40:00,2011-07-07 10:40:00,781.03,781.03,1,2,1,3,6,Inactive/Low Engagement
13584,307,1,142.4,24,2011-02-06 12:49:00,2011-02-06 12:49:00,142.4,142.4,1,1,1,1,3,Inactive/Low Engagement
13587,64,1,712.4,8,2011-10-07 12:31:00,2011-10-07 12:31:00,712.4,712.4,1,3,1,3,7,Needs Attention
13588,16,9,2478.95,131,2011-03-29 15:53:00,2011-11-24 10:42:00,275.43888888888887,491.0,240,4,5,5,14,Champions
13589,15,2,379.65,21,2011-06-13 12:44:00,2011-11-25 12:10:00,189.825,232.65,165,4,2,2,8,New/Potential Customers
13590,11,6,1981.92,70,2011-02-09 13:25:00,2011-11-28 12:54:00,330.32,552.4,292,5,5,4,14,Champions
13591,65,3,1117.13,56,2011-03-18 12:18:00,2011-10-06 12:26:00,372.3766666666666,462.2,203,3,3,4,10,Needs Attention
13592,36,4,247.95999999999998,15,2011-03-20 14:01:00,2011-11-04 09:49:00,61.989999999999995,95.94,229,3,4,1,8,Needs Attention
13593,108,5,2037.0800000000002,77,2011-01-07 16:32:00,2011-08-23 13:35:00,407.41600000000005,645.83,228,2,4,4,10,At-Risk High-Value
13594,53,1,396.97,26,2011-10-18 10:19:00,2011-10-18 10:19:00,396.97,396.97,1,3,1,2,6,Needs Attention
13596,6,2,697.04,133,2011-11-27 11:57:00,2011-12-04 12:01:00,348.52,411.6,8,5,2,3,10,New/Potential Customers
13598,47,1,180.17000000000002,33,2011-10-23 14:28:00,2011-10-23 14:28:00,180.17000000000002,180.17000000000002,1,3,1,1,5,Needs Attention
13599,1,21,5153.67,171,2010-12-08 10:11:00,2011-12-08 16:10:00,245.41285714285715,580.57,366,5,5,5,15,Champions
13600,312,1,219.52,19,2011-01-31 15:27:00,2011-01-31 15:27:00,219.52,219.52,1,1,1,1,3,Inactive/Low Engagement
13601,45,2,693.32,90,2011-05-12 16:52:00,2011-10-25 17:31:00,346.65999999999997,373.2,167,3,2,3,8,Needs Attention
13602,65,1,428.89,23,2011-10-06 11:47:00,2011-10-06 11:47:00,428.89,428.89,1,3,1,2,6,Needs Attention
13603,26,1,164.34,27,2011-11-13 15:57:00,2011-11-13 15:57:00,164.34,164.34,1,4,1,1,6,New/Potential Customers
13606,29,3,280.53999999999996,40,2011-02-01 11:42:00,2011-11-10 17:46:00,93.51333333333332,180.4,283,4,3,2,9,Loyal Customers
13607,40,1,678.01,93,2011-10-30 16:17:00,2011-10-30 16:17:00,678.01,678.01,1,3,1,3,7,Needs Attention
13610,12,7,1131.88,165,2011-02-27 14:44:00,2011-11-27 15:38:00,161.69714285714286,239.17000000000002,274,5,5,4,14,Champions
13611,89,3,1171.8,67,2010-12-15 10:31:00,2011-09-11 14:51:00,390.6000000000001,535.08,271,2,3,4,9,At-Risk High-Value
13614,24,4,1610.46,171,2011-01-13 12:37:00,2011-11-15 14:47:00,402.615,589.23,307,4,4,4,12,Champions
13615,319,1,417.69,23,2011-01-25 08:21:00,2011-01-25 08:21:00,417.69,417.69,1,1,1,2,4,Inactive/Low Engagement
13617,40,3,544.18,31,2011-06-12 12:55:00,2011-10-30 13:50:00,181.39333333333335,234.59,141,3,3,3,9,Needs Attention
13618,174,1,177.34,13,2011-06-19 11:09:00,2011-06-19 11:09:00,177.34,177.34,1,2,1,1,4,Inactive/Low Engagement
13621,117,1,213.85,19,2011-08-15 08:26:00,2011-08-15 08:26:00,213.85,213.85,1,2,1,1,4,Inactive/Low Engagement
13623,31,5,747.78,75,2011-02-15 13:08:00,2011-11-09 12:00:00,149.556,195.86,267,4,4,3,11,Loyal Customers
13626,253,1,257.23,19,2011-04-01 10:05:00,2011-04-01 10:05:00,257.23,257.23,1,1,1,2,4,Inactive/Low Engagement
13627,59,5,1638.47,84,2010-12-17 09:52:00,2011-10-11 14:20:00,327.694,421.08,299,3,4,4,11,Needs Attention
13629,23,11,7792.36,28,2011-01-05 12:09:00,2011-11-16 13:21:00,708.3963636363636,895.0,316,4,5,5,14,Champions
13630,5,7,2031.78,51,2011-02-27 12:49:00,2011-12-04 15:16:00,290.2542857142857,438.32,281,5,5,4,14,Champions
13631,100,11,3070.42,6,2011-03-17 17:13:00,2011-09-01 09:57:00,279.1290909090909,850.0,168,2,5,5,12,At-Risk High-Value
13632,25,5,2121.27,121,2011-04-10 15:07:00,2011-11-15 10:51:00,424.254,854.53,219,4,4,5,13,Champions
13634,33,5,1575.16,156,2011-01-16 15:30:00,2011-11-06 13:40:00,315.032,588.51,294,3,4,4,11,Needs Attention
13635,68,1,1071.03,62,2011-10-03 10:55:00,2011-10-03 10:55:00,1071.03,1071.03,1,3,1,4,8,Needs Attention
13636,37,5,949.12,57,2011-02-27 14:29:00,2011-11-03 10:30:00,189.824,302.57,249,3,4,4,11,Needs Attention
13637,52,3,810.5,79,2011-04-27 13:06:00,2011-10-18 13:32:00,270.1666666666667,422.6,175,3,3,3,9,Needs Attention
